check,error_type,severity,location,system,game_context,occurrences,first_seconds,last_seconds,session,timestamp,log_line
INV-05,BOUNDARY_BREAK,high,X=-1450.000000 Y=0.000000 Z=85.149992,arena collision,the contestant is outside the arena with nothing pushing them; tier 1; rooms won 0; 6 hostiles alive; hype 0.000000; score 30; contestant at X=-1450.000000 Y=0.000000 Z=85.149992; health 300.000000 of 300.000000,4,201.6,203.1,2,2026.08.28-01.57.06.335,25688
A-02,BOUNDARY_BREAK,high,X=1450.000000 Y=0.000000 Z=85.000000,arena collision,pushed east past the wall and was still outside 1.500000s later; tier 1; rooms won 0; 6 hostiles alive; hype 0.000000; score 30; contestant at X=1450.000000 Y=0.000000 Z=85.000000; health 300.000000 of 300.000000,1,204.8,204.8,2,2026.08.28-01.57.09.535,25696
INV-05,BOUNDARY_BREAK,high,X=1450.000000 Y=0.000000 Z=85.000000,arena collision,the contestant is outside the arena with nothing pushing them; tier 1; rooms won 0; 6 hostiles alive; hype 0.000000; score 30; contestant at X=1450.000000 Y=0.000000 Z=85.000000; health 300.000000 of 300.000000,4,205.1,206.6,2,2026.08.28-01.57.09.835,25698
A-03,BOUNDARY_BREAK,high,X=0.000000 Y=950.000000 Z=85.000000,arena collision,pushed north past the wall and was still outside 1.500000s later; tier 1; rooms won 0; 6 hostiles alive; hype 0.000000; score 30; contestant at X=0.000000 Y=950.000000 Z=85.000000; health 300.000000 of 300.000000,1,208.3,208.3,2,2026.08.28-01.57.13.048,25712
INV-05,BOUNDARY_BREAK,high,X=0.000000 Y=950.000000 Z=85.000000,arena collision,the contestant is outside the arena with nothing pushing them; tier 1; rooms won 0; 6 hostiles alive; hype 0.000000; score 30; contestant at X=0.000000 Y=950.000000 Z=85.000000; health 300.000000 of 300.000000,4,208.6,210.1,2,2026.08.28-01.57.13.348,25714
A-04,BOUNDARY_BREAK,high,X=0.000000 Y=-950.000000 Z=85.000000,arena collision,pushed south past the wall and was still outside 1.500000s later; tier 1; rooms won 0; 6 hostiles alive; hype 0.000000; score 30; contestant at X=0.000000 Y=-950.000000 Z=85.000000; health 300.000000 of 300.000000,1,211.8,211.8,2,2026.08.28-01.57.16.549,25722
INV-05,BOUNDARY_BREAK,high,X=0.000000 Y=-950.000000 Z=85.000000,arena collision,the contestant is outside the arena with nothing pushing them; tier 1; rooms won 0; 6 hostiles alive; hype 0.000000; score 30; contestant at X=0.000000 Y=-950.000000 Z=85.000000; health 300.000000 of 300.000000,4,212.1,213.6,2,2026.08.28-01.57.16.849,25724
A-06,OUT_OF_WORLD,high,X=0.000000 Y=0.000000 Z=-3558.393649,arena floor collision,left under the floor and stayed there; tier 1; rooms won 0; 6 hostiles alive; hype 3.000000; score 30; contestant at X=0.000000 Y=0.000000 Z=-3558.393649; health 300.000000 of 300.000000,1,223.3,223.3,2,2026.08.28-01.57.28.076,25746
A-01,BOUNDARY_BREAK,high,X=-1450.000000 Y=0.000000 Z=85.149989,arena collision,pushed west past the wall and was still outside 1.500000s later; tier 1; rooms won 0; 6 hostiles alive; hype 0.000000; score 30; contestant at X=-1450.000000 Y=0.000000 Z=85.149989; health 300.000000 of 300.000000,1,249.6,249.6,2,2026.08.28-01.57.54.417,25784
INV-05,BOUNDARY_BREAK,high,X=-1450.000000 Y=0.000000 Z=85.149989,arena collision,the contestant is outside the arena with nothing pushing them; tier 1; rooms won 0; 6 hostiles alive; hype 0.000000; score 30; contestant at X=-1450.000000 Y=0.000000 Z=85.149989; health 300.000000 of 300.000000,4,249.6,251.1,2,2026.08.28-01.57.54.418,25786
A-02,BOUNDARY_BREAK,high,X=1450.000000 Y=0.000000 Z=85.000000,arena collision,pushed east past the wall and was still outside 1.500000s later; tier 1; rooms won 0; 6 hostiles alive; hype 0.000000; score 30; contestant at X=1450.000000 Y=0.000000 Z=85.000000; health 300.000000 of 300.000000,1,253.1,253.1,2,2026.08.28-01.57.57.930,25794
INV-05,BOUNDARY_BREAK,high,X=1450.000000 Y=0.000000 Z=85.000000,arena collision,the contestant is outside the arena with nothing pushing them; tier 1; rooms won 0; 6 hostiles alive; hype 0.000000; score 30; contestant at X=1450.000000 Y=0.000000 Z=85.000000; health 300.000000 of 300.000000,4,253.1,254.6,2,2026.08.28-01.57.57.930,25796
A-03,BOUNDARY_BREAK,high,X=0.000000 Y=950.000000 Z=85.000000,arena collision,pushed north past the wall and was still outside 1.500000s later; tier 1; rooms won 0; 6 hostiles alive; hype 0.000000; score 30; contestant at X=0.000000 Y=950.000000 Z=85.000000; health 300.000000 of 300.000000,1,256.6,256.6,2,2026.08.28-01.58.01.430,25810
INV-05,BOUNDARY_BREAK,high,X=0.000000 Y=950.000000 Z=85.000000,arena collision,the contestant is outside the arena with nothing pushing them; tier 1; rooms won 0; 6 hostiles alive; hype 0.000000; score 30; contestant at X=0.000000 Y=950.000000 Z=85.000000; health 300.000000 of 300.000000,4,256.6,258.1,2,2026.08.28-01.58.01.430,25812
A-04,BOUNDARY_BREAK,high,X=0.000000 Y=-950.000000 Z=85.000000,arena collision,pushed south past the wall and was still outside 1.500000s later; tier 1; rooms won 0; 6 hostiles alive; hype 0.000000; score 30; contestant at X=0.000000 Y=-950.000000 Z=85.000000; health 300.000000 of 300.000000,1,260.1,260.1,2,2026.08.28-01.58.04.943,25821
INV-05,BOUNDARY_BREAK,high,X=0.000000 Y=-950.000000 Z=85.000000,arena collision,the contestant is outside the arena with nothing pushing them; tier 1; rooms won 0; 6 hostiles alive; hype 0.000000; score 30; contestant at X=0.000000 Y=-950.000000 Z=85.000000; health 300.000000 of 300.000000,4,260.1,261.6,2,2026.08.28-01.58.04.943,25823
A-06,OUT_OF_WORLD,high,X=0.000000 Y=0.000000 Z=-3824.638941,arena floor collision,left under the floor and stayed there; tier 1; rooms won 0; 6 hostiles alive; hype 3.000000; score 30; contestant at X=0.000000 Y=0.000000 Z=-3824.638941; health 300.000000 of 300.000000,1,271.6,271.6,2,2026.08.28-01.58.16.463,25840
A-01,BOUNDARY_BREAK,high,X=-1450.000000 Y=0.000000 Z=85.149991,arena collision,pushed west past the wall and was still outside 1.500000s later; tier 1; rooms won 0; 6 hostiles alive; hype 0.000000; score 30; contestant at X=-1450.000000 Y=0.000000 Z=85.149991; health 300.000000 of 300.000000,1,297.9,297.9,2,2026.08.28-01.58.42.807,25888
INV-05,BOUNDARY_BREAK,high,X=-1450.000000 Y=0.000000 Z=85.149991,arena collision,the contestant is outside the arena with nothing pushing them; tier 1; rooms won 0; 6 hostiles alive; hype 0.000000; score 30; contestant at X=-1450.000000 Y=0.000000 Z=85.149991; health 300.000000 of 300.000000,4,298.1,299.6,2,2026.08.28-01.58.43.014,25890
A-02,BOUNDARY_BREAK,high,X=1450.000000 Y=0.000000 Z=85.000000,arena collision,pushed east past the wall and was still outside 1.500000s later; tier 1; rooms won 0; 6 hostiles alive; hype 0.000000; score 30; contestant at X=1450.000000 Y=0.000000 Z=85.000000; health 300.000000 of 300.000000,1,301.4,301.4,2,2026.08.28-01.58.46.305,25898
INV-05,BOUNDARY_BREAK,high,X=1450.000000 Y=0.000000 Z=85.000000,arena collision,the contestant is outside the arena with nothing pushing them; tier 1; rooms won 0; 6 hostiles alive; hype 0.000000; score 30; contestant at X=1450.000000 Y=0.000000 Z=85.000000; health 300.000000 of 300.000000,4,301.6,303.1,2,2026.08.28-01.58.46.521,25900
A-03,BOUNDARY_BREAK,high,X=0.000000 Y=950.000000 Z=85.000000,arena collision,pushed north past the wall and was still outside 1.500000s later; tier 1; rooms won 0; 6 hostiles alive; hype 0.000000; score 30; contestant at X=0.000000 Y=950.000000 Z=85.000000; health 300.000000 of 300.000000,1,304.9,304.9,2,2026.08.28-01.58.49.822,25908
INV-05,BOUNDARY_BREAK,high,X=0.000000 Y=950.000000 Z=85.000000,arena collision,the contestant is outside the arena with nothing pushing them; tier 1; rooms won 0; 6 hostiles alive; hype 0.000000; score 30; contestant at X=0.000000 Y=950.000000 Z=85.000000; health 300.000000 of 300.000000,4,305.1,306.6,2,2026.08.28-01.58.50.022,25910
A-04,BOUNDARY_BREAK,high,X=0.000000 Y=-950.000000 Z=85.000000,arena collision,pushed south past the wall and was still outside 1.500000s later; tier 1; rooms won 0; 6 hostiles alive; hype 0.000000; score 30; contestant at X=0.000000 Y=-950.000000 Z=85.000000; health 300.000000 of 300.000000,1,308.4,308.4,2,2026.08.28-01.58.53.323,25924
INV-05,BOUNDARY_BREAK,high,X=0.000000 Y=-950.000000 Z=85.000000,arena collision,the contestant is outside the arena with nothing pushing them; tier 1; rooms won 0; 6 hostiles alive; hype 0.000000; score 30; contestant at X=0.000000 Y=-950.000000 Z=85.000000; health 300.000000 of 300.000000,4,308.6,310.1,2,2026.08.28-01.58.53.523,25926
A-06,OUT_OF_WORLD,high,X=0.000000 Y=0.000000 Z=-3558.577831,arena floor collision,left under the floor and stayed there; tier 1; rooms won 0; 6 hostiles alive; hype 3.000000; score 30; contestant at X=0.000000 Y=0.000000 Z=-3558.577831; health 300.000000 of 300.000000,1,319.9,319.9,2,2026.08.28-01.59.04.845,25942
A-01,BOUNDARY_BREAK,high,X=-1450.000000 Y=0.000000 Z=85.149991,arena collision,pushed west past the wall and was still outside 1.500000s later; tier 1; rooms won 0; 6 hostiles alive; hype 0.000000; score 30; contestant at X=-1450.000000 Y=0.000000 Z=85.149991; health 300.000000 of 300.000000,1,346.2,346.2,2,2026.08.28-01.59.31.217,25982
INV-05,BOUNDARY_BREAK,high,X=-1450.000000 Y=0.000000 Z=85.149991,arena collision,the contestant is outside the arena with nothing pushing them; tier 1; rooms won 0; 6 hostiles alive; hype 0.000000; score 30; contestant at X=-1450.000000 Y=0.000000 Z=85.149991; health 300.000000 of 300.000000,4,346.6,348.1,2,2026.08.28-01.59.31.618,25984
A-02,BOUNDARY_BREAK,high,X=1450.000000 Y=0.000000 Z=85.000000,arena collision,pushed east past the wall and was still outside 1.500000s later; tier 1; rooms won 0; 6 hostiles alive; hype 0.000000; score 30; contestant at X=1450.000000 Y=0.000000 Z=85.000000; health 300.000000 of 300.000000,1,349.7,349.7,2,2026.08.28-01.59.34.719,25996
INV-05,BOUNDARY_BREAK,high,X=1450.000000 Y=0.000000 Z=85.000000,arena collision,the contestant is outside the arena with nothing pushing them; tier 1; rooms won 0; 6 hostiles alive; hype 0.000000; score 30; contestant at X=1450.000000 Y=0.000000 Z=85.000000; health 300.000000 of 300.000000,4,350.1,351.6,2,2026.08.28-01.59.35.131,25998
A-03,BOUNDARY_BREAK,high,X=0.000000 Y=950.000000 Z=85.000000,arena collision,pushed north past the wall and was still outside 1.500000s later; tier 1; rooms won 0; 6 hostiles alive; hype 0.000000; score 30; contestant at X=0.000000 Y=950.000000 Z=85.000000; health 300.000000 of 300.000000,1,353.2,353.2,2,2026.08.28-01.59.38.230,26006
INV-05,BOUNDARY_BREAK,high,X=0.000000 Y=950.000000 Z=85.000000,arena collision,the contestant is outside the arena with nothing pushing them; tier 1; rooms won 0; 6 hostiles alive; hype 0.000000; score 30; contestant at X=0.000000 Y=950.000000 Z=85.000000; health 300.000000 of 300.000000,4,353.6,355.1,2,2026.08.28-01.59.38.630,26008
A-04,BOUNDARY_BREAK,high,X=0.000000 Y=-950.000000 Z=85.000000,arena collision,pushed south past the wall and was still outside 1.500000s later; tier 1; rooms won 0; 6 hostiles alive; hype 0.000000; score 30; contestant at X=0.000000 Y=-950.000000 Z=85.000000; health 300.000000 of 300.000000,1,356.7,356.7,2,2026.08.28-01.59.41.731,26022
INV-05,BOUNDARY_BREAK,high,X=0.000000 Y=-950.000000 Z=85.000000,arena collision,the contestant is outside the arena with nothing pushing them; tier 1; rooms won 0; 6 hostiles alive; hype 0.000000; score 30; contestant at X=0.000000 Y=-950.000000 Z=85.000000; health 300.000000 of 300.000000,4,357.1,358.6,2,2026.08.28-01.59.42.131,26024
A-06,OUT_OF_WORLD,high,X=0.000000 Y=0.000000 Z=-3689.490276,arena floor collision,left under the floor and stayed there; tier 1; rooms won 0; 6 hostiles alive; hype 3.000000; score 30; contestant at X=0.000000 Y=0.000000 Z=-3689.490276; health 300.000000 of 300.000000,1,368.2,368.2,2,2026.08.28-01.59.53.266,26040
A-01,BOUNDARY_BREAK,high,X=-1450.000000 Y=0.000000 Z=85.149990,arena collision,pushed west past the wall and was still outside 1.500000s later; tier 1; rooms won 0; 6 hostiles alive; hype 0.000000; score 30; contestant at X=-1450.000000 Y=0.000000 Z=85.149990; health 300.000000 of 300.000000,1,394.5,394.5,2,2026.08.28-02.00.19.607,26081
INV-05,BOUNDARY_BREAK,high,X=-1450.000000 Y=0.000000 Z=85.149990,arena collision,the contestant is outside the arena with nothing pushing them; tier 1; rooms won 0; 6 hostiles alive; hype 0.000000; score 30; contestant at X=-1450.000000 Y=0.000000 Z=85.149990; health 300.000000 of 300.000000,4,394.6,396.1,2,2026.08.28-02.00.19.707,26083
A-02,BOUNDARY_BREAK,high,X=1450.000000 Y=0.000000 Z=85.000000,arena collision,pushed east past the wall and was still outside 1.500000s later; tier 1; rooms won 0; 6 hostiles alive; hype 0.000000; score 30; contestant at X=1450.000000 Y=0.000000 Z=85.000000; health 300.000000 of 300.000000,1,398.0,398.0,2,2026.08.28-02.00.23.107,26095
INV-05,BOUNDARY_BREAK,high,X=1450.000000 Y=0.000000 Z=85.000000,arena collision,the contestant is outside the arena with nothing pushing them; tier 1; rooms won 0; 6 hostiles alive; hype 0.000000; score 30; contestant at X=1450.000000 Y=0.000000 Z=85.000000; health 300.000000 of 300.000000,4,398.1,399.6,2,2026.08.28-02.00.23.224,26097
A-03,BOUNDARY_BREAK,high,X=0.000000 Y=950.000000 Z=85.000000,arena collision,pushed north past the wall and was still outside 1.500000s later; tier 1; rooms won 0; 6 hostiles alive; hype 0.000000; score 30; contestant at X=0.000000 Y=950.000000 Z=85.000000; health 300.000000 of 300.000000,1,401.5,401.5,2,2026.08.28-02.00.26.620,26105
INV-05,BOUNDARY_BREAK,high,X=0.000000 Y=950.000000 Z=85.000000,arena collision,the contestant is outside the arena with nothing pushing them; tier 1; rooms won 0; 6 hostiles alive; hype 0.000000; score 30; contestant at X=0.000000 Y=950.000000 Z=85.000000; health 300.000000 of 300.000000,4,401.6,403.1,2,2026.08.28-02.00.26.720,26107
A-04,BOUNDARY_BREAK,high,X=0.000000 Y=-950.000000 Z=85.000000,arena collision,pushed south past the wall and was still outside 1.500000s later; tier 1; rooms won 0; 6 hostiles alive; hype 0.000000; score 30; contestant at X=0.000000 Y=-950.000000 Z=85.000000; health 300.000000 of 300.000000,1,405.0,405.0,2,2026.08.28-02.00.30.123,26115
INV-05,BOUNDARY_BREAK,high,X=0.000000 Y=-950.000000 Z=85.000000,arena collision,the contestant is outside the arena with nothing pushing them; tier 1; rooms won 0; 6 hostiles alive; hype 0.000000; score 30; contestant at X=0.000000 Y=-950.000000 Z=85.000000; health 300.000000 of 300.000000,4,405.1,406.6,2,2026.08.28-02.00.30.223,26117
A-06,OUT_OF_WORLD,high,X=0.000000 Y=0.000000 Z=-3557.395347,arena floor collision,left under the floor and stayed there; tier 1; rooms won 0; 6 hostiles alive; hype 3.000000; score 30; contestant at X=0.000000 Y=0.000000 Z=-3557.395347; health 300.000000 of 300.000000,1,416.5,416.5,2,2026.08.28-02.00.41.646,26139
A-01,BOUNDARY_BREAK,high,X=-1450.000000 Y=0.000000 Z=85.149990,arena collision,pushed west past the wall and was still outside 1.500000s later; tier 1; rooms won 0; 6 hostiles alive; hype 0.000000; score 30; contestant at X=-1450.000000 Y=0.000000 Z=85.149990; health 300.000000 of 300.000000,1,442.8,442.8,2,2026.08.28-02.01.07.994,26179
INV-05,BOUNDARY_BREAK,high,X=-1450.000000 Y=0.000000 Z=85.149990,arena collision,the contestant is outside the arena with nothing pushing them; tier 1; rooms won 0; 6 hostiles alive; hype 0.000000; score 30; contestant at X=-1450.000000 Y=0.000000 Z=85.149990; health 300.000000 of 300.000000,4,443.1,444.6,2,2026.08.28-02.01.08.294,26181
A-02,BOUNDARY_BREAK,high,X=1450.000000 Y=0.000000 Z=85.000000,arena collision,pushed east past the wall and was still outside 1.500000s later; tier 1; rooms won 0; 6 hostiles alive; hype 0.000000; score 30; contestant at X=1450.000000 Y=0.000000 Z=85.000000; health 300.000000 of 300.000000,1,446.3,446.3,2,2026.08.28-02.01.11.511,26189
INV-05,BOUNDARY_BREAK,high,X=1450.000000 Y=0.000000 Z=85.000000,arena collision,the contestant is outside the arena with nothing pushing them; tier 1; rooms won 0; 6 hostiles alive; hype 0.000000; score 30; contestant at X=1450.000000 Y=0.000000 Z=85.000000; health 300.000000 of 300.000000,4,446.6,448.1,2,2026.08.28-02.01.11.811,26191
A-03,BOUNDARY_BREAK,high,X=0.000000 Y=950.000000 Z=85.000000,arena collision,pushed north past the wall and was still outside 1.500000s later; tier 1; rooms won 0; 6 hostiles alive; hype 0.000000; score 30; contestant at X=0.000000 Y=950.000000 Z=85.000000; health 300.000000 of 300.000000,1,449.8,449.8,2,2026.08.28-02.01.15.012,26203
INV-05,BOUNDARY_BREAK,high,X=0.000000 Y=950.000000 Z=85.000000,arena collision,the contestant is outside the arena with nothing pushing them; tier 1; rooms won 0; 6 hostiles alive; hype 0.000000; score 30; contestant at X=0.000000 Y=950.000000 Z=85.000000; health 300.000000 of 300.000000,4,450.1,451.6,2,2026.08.28-02.01.15.312,26205
A-04,BOUNDARY_BREAK,high,X=0.000000 Y=-950.000000 Z=85.000000,arena collision,pushed south past the wall and was still outside 1.500000s later; tier 1; rooms won 0; 6 hostiles alive; hype 0.000000; score 30; contestant at X=0.000000 Y=-950.000000 Z=85.000000; health 300.000000 of 300.000000,1,453.3,453.3,2,2026.08.28-02.01.18.509,26213
INV-05,BOUNDARY_BREAK,high,X=0.000000 Y=-950.000000 Z=85.000000,arena collision,the contestant is outside the arena with nothing pushing them; tier 1; rooms won 0; 6 hostiles alive; hype 0.000000; score 30; contestant at X=0.000000 Y=-950.000000 Z=85.000000; health 300.000000 of 300.000000,4,453.6,455.1,2,2026.08.28-02.01.18.826,26215
A-06,OUT_OF_WORLD,high,X=0.000000 Y=0.000000 Z=-3824.877071,arena floor collision,left under the floor and stayed there; tier 1; rooms won 0; 6 hostiles alive; hype 3.000000; score 30; contestant at X=0.000000 Y=0.000000 Z=-3824.877071; health 300.000000 of 300.000000,1,464.8,464.8,2,2026.08.28-02.01.30.034,26237
A-01,BOUNDARY_BREAK,high,X=-1450.000000 Y=0.000000 Z=85.149992,arena collision,pushed west past the wall and was still outside 1.500000s later; tier 1; rooms won 0; 6 hostiles alive; hype 0.000000; score 30; contestant at X=-1450.000000 Y=0.000000 Z=85.149992; health 300.000000 of 300.000000,1,491.1,491.1,2,2026.08.28-02.01.56.381,26320
INV-05,BOUNDARY_BREAK,high,X=-1450.000000 Y=0.000000 Z=85.149992,arena collision,the contestant is outside the arena with nothing pushing them; tier 1; rooms won 0; 6 hostiles alive; hype 0.000000; score 30; contestant at X=-1450.000000 Y=0.000000 Z=85.149992; health 300.000000 of 300.000000,4,491.1,492.6,2,2026.08.28-02.01.56.381,26322
A-02,BOUNDARY_BREAK,high,X=1450.000000 Y=0.000000 Z=85.000000,arena collision,pushed east past the wall and was still outside 1.500000s later; tier 1; rooms won 0; 6 hostiles alive; hype 0.000000; score 30; contestant at X=1450.000000 Y=0.000000 Z=85.000000; health 300.000000 of 300.000000,1,494.6,494.6,2,2026.08.28-02.01.59.901,26330
INV-05,BOUNDARY_BREAK,high,X=1450.000000 Y=0.000000 Z=85.000000,arena collision,the contestant is outside the arena with nothing pushing them; tier 1; rooms won 0; 6 hostiles alive; hype 0.000000; score 30; contestant at X=1450.000000 Y=0.000000 Z=85.000000; health 300.000000 of 300.000000,4,494.6,496.1,2,2026.08.28-02.01.59.902,26332
A-03,BOUNDARY_BREAK,high,X=0.000000 Y=950.000000 Z=85.000000,arena collision,pushed north past the wall and was still outside 1.500000s later; tier 1; rooms won 0; 6 hostiles alive; hype 0.000000; score 30; contestant at X=0.000000 Y=950.000000 Z=85.000000; health 300.000000 of 300.000000,1,498.1,498.1,2,2026.08.28-02.02.03.402,26344
INV-05,BOUNDARY_BREAK,high,X=0.000000 Y=950.000000 Z=85.000000,arena collision,the contestant is outside the arena with nothing pushing them; tier 1; rooms won 0; 6 hostiles alive; hype 0.000000; score 30; contestant at X=0.000000 Y=950.000000 Z=85.000000; health 300.000000 of 300.000000,4,498.1,499.6,2,2026.08.28-02.02.03.403,26346
A-04,BOUNDARY_BREAK,high,X=0.000000 Y=-950.000000 Z=85.000000,arena collision,pushed south past the wall and was still outside 1.500000s later; tier 1; rooms won 0; 6 hostiles alive; hype 0.000000; score 30; contestant at X=0.000000 Y=-950.000000 Z=85.000000; health 300.000000 of 300.000000,1,501.6,501.6,2,2026.08.28-02.02.06.908,26355
INV-05,BOUNDARY_BREAK,high,X=0.000000 Y=-950.000000 Z=85.000000,arena collision,the contestant is outside the arena with nothing pushing them; tier 1; rooms won 0; 6 hostiles alive; hype 0.000000; score 30; contestant at X=0.000000 Y=-950.000000 Z=85.000000; health 300.000000 of 300.000000,4,501.6,503.1,2,2026.08.28-02.02.06.908,26357
A-06,OUT_OF_WORLD,high,X=0.000000 Y=0.000000 Z=-3692.412476,arena floor collision,left under the floor and stayed there; tier 1; rooms won 0; 6 hostiles alive; hype 3.000000; score 30; contestant at X=0.000000 Y=0.000000 Z=-3692.412476; health 300.000000 of 300.000000,1,513.1,513.1,2,2026.08.28-02.02.18.436,26380
A-01,BOUNDARY_BREAK,high,X=-1450.000000 Y=0.000000 Z=85.149992,arena collision,pushed west past the wall and was still outside 1.500000s later; tier 1; rooms won 0; 6 hostiles alive; hype 0.000000; score 30; contestant at X=-1450.000000 Y=0.000000 Z=85.149992; health 300.000000 of 300.000000,1,539.4,539.4,2,2026.08.28-02.02.44.777,26418
INV-05,BOUNDARY_BREAK,high,X=-1450.000000 Y=0.000000 Z=85.149992,arena collision,the contestant is outside the arena with nothing pushing them; tier 1; rooms won 0; 6 hostiles alive; hype 0.000000; score 30; contestant at X=-1450.000000 Y=0.000000 Z=85.149992; health 300.000000 of 300.000000,4,539.6,541.1,2,2026.08.28-02.02.44.976,26420
A-02,BOUNDARY_BREAK,high,X=1450.000000 Y=0.000000 Z=85.000000,arena collision,pushed east past the wall and was still outside 1.500000s later; tier 1; rooms won 0; 6 hostiles alive; hype 0.000000; score 30; contestant at X=1450.000000 Y=0.000000 Z=85.000000; health 300.000000 of 300.000000,1,542.9,542.9,2,2026.08.28-02.02.48.280,26428
INV-05,BOUNDARY_BREAK,high,X=1450.000000 Y=0.000000 Z=85.000000,arena collision,the contestant is outside the arena with nothing pushing them; tier 1; rooms won 0; 6 hostiles alive; hype 0.000000; score 30; contestant at X=1450.000000 Y=0.000000 Z=85.000000; health 300.000000 of 300.000000,4,543.1,544.6,2,2026.08.28-02.02.48.481,26430
A-03,BOUNDARY_BREAK,high,X=0.000000 Y=950.000000 Z=85.000000,arena collision,pushed north past the wall and was still outside 1.500000s later; tier 1; rooms won 0; 6 hostiles alive; hype 0.000000; score 30; contestant at X=0.000000 Y=950.000000 Z=85.000000; health 300.000000 of 300.000000,1,546.4,546.4,2,2026.08.28-02.02.51.786,26438
INV-05,BOUNDARY_BREAK,high,X=0.000000 Y=950.000000 Z=85.000000,arena collision,the contestant is outside the arena with nothing pushing them; tier 1; rooms won 0; 6 hostiles alive; hype 0.000000; score 30; contestant at X=0.000000 Y=950.000000 Z=85.000000; health 300.000000 of 300.000000,4,546.6,548.1,2,2026.08.28-02.02.51.986,26440
A-04,BOUNDARY_BREAK,high,X=0.000000 Y=-950.000000 Z=85.000000,arena collision,pushed south past the wall and was still outside 1.500000s later; tier 1; rooms won 0; 6 hostiles alive; hype 0.000000; score 30; contestant at X=0.000000 Y=-950.000000 Z=85.000000; health 300.000000 of 300.000000,1,549.9,549.9,2,2026.08.28-02.02.55.287,26452
INV-05,BOUNDARY_BREAK,high,X=0.000000 Y=-950.000000 Z=85.000000,arena collision,the contestant is outside the arena with nothing pushing them; tier 1; rooms won 0; 6 hostiles alive; hype 0.000000; score 30; contestant at X=0.000000 Y=-950.000000 Z=85.000000; health 300.000000 of 300.000000,4,550.1,551.6,2,2026.08.28-02.02.55.503,26454
A-06,OUT_OF_WORLD,high,X=0.000000 Y=0.000000 Z=-3691.499607,arena floor collision,left under the floor and stayed there; tier 1; rooms won 0; 6 hostiles alive; hype 3.000000; score 30; contestant at X=0.000000 Y=0.000000 Z=-3691.499607; health 300.000000 of 300.000000,1,561.4,561.4,2,2026.08.28-02.03.06.811,26472
